,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
186,Malcolm Matambirofa,perfect app but has limited options,5,0,5.361.0,2024-03-21 08:51:21,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-21 09:29:45,5.361.0,2024,3,Thursday,8
187,Abdullahi Aliyu,it's great,5,0,5.361.0,2024-03-21 08:19:22,We appreciate your kind words. 🙌,2024-03-21 09:29:44,5.361.0,2024,3,Thursday,8
188,atul jha,"if there's any application to increase your anger or rage, here it is. This app is completely waste of time and energy. Features are ridiculous.",1,2,5.362.0,2024-03-21 07:47:09,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 10:00:14,5.362.0,2024,3,Thursday,7
189,Bookeeper Sai,its a people you dont know picture gallery simulator not a dating app.,1,2,,2024-03-21 07:45:28,Hey Sai! We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-22 22:56:53,,2024,3,Thursday,7
190,alan grant,"Doesn't work at all, 3 months and not one match I'm assuming it's because I haven't paid because I'm hot stuff and a right catch.,..",1,1,5.362.0,2024-03-21 07:27:15,"Hey Alan! 💛 We're sorry you haven't had the best experience on Bumble. For ideas to improve your profile, check out these resources: (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches. If you have questions or need help, please message us at @BumbleSupport on Twitter or Facebook. 💛",2024-03-22 22:56:23,5.362.0,2024,3,Thursday,7
191,Omega Alpha,Dopamine attractor more than a problem solving,3,2,5.362.0,2024-03-21 07:04:29,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-21 11:20:13,5.362.0,2024,3,Thursday,7
192,michael burgess,would be better if there was a trial for premium,5,0,5.362.0,2024-03-21 07:04:03,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-21 11:19:44,5.362.0,2024,3,Thursday,7
193,TARANMEET SINGH KAKKAR,"*Fraud alert* The day when your package will be expired, the all will show a match and after u resubscribe it will disappear",1,1,5.359.1,2024-03-21 06:45:24,"Hi there, Taranmeet! It sounds like you had Advanced Filters on, which could be why there are more people showing up now that your Premium subscription's ended. We suggest widening your filters/preferences; it should help you find more people. If you have questions or need help, please message us at @BumbleSupport on Twitter or Facebook. 💛",2024-03-22 22:55:23,5.359.1,2024,3,Thursday,6
194,Apollo Vader,"On top of all the terrible things this thing had like trying to milk you in everyway,now they invented something which is forcing men to get their profile approved to talk with women after they match by taking some photos of themselves in insulting positions with their hands on their head etc. Thats kinda fachist bro. Disgustingly sexist. Stay away from this thing and just use facebook's dating which is like 10 times better",1,1,,2024-03-21 06:26:38,"Hey Apollo! Photo verification was put in place to help us prevent fake members from using the app. All of our members are subject to photo verification. Do not worry; these photos are not visible on the Hive. If you have any questions or need help, please message us at @BumbleSupport on Twitter or Facebook. 💛",2024-03-22 22:53:52,,2024,3,Thursday,6
195,Eric,it's A really good site. I see you some of the people that I normally see on other dating sites.,5,0,5.362.0,2024-03-21 05:36:20,Thanks for your positive feedback. We're rooting for you! 🐝,2024-03-21 11:13:44,5.362.0,2024,3,Thursday,5
196,Shimon Rawan,Great bumble,5,0,5.362.0,2024-03-21 05:17:00,It's great to hear that you're buzzin' in the Hive! 🐝,2024-03-21 10:19:18,5.362.0,2024,3,Thursday,5
197,Joshua “Wolfe” Wolfe,amazing,5,0,5.362.0,2024-03-21 05:13:38,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-21 10:19:16,5.362.0,2024,3,Thursday,5
198,Jhon Carl Baiwas,"The worst dating app ever, like literally becuase you can like them but if they going to like you too/ you need to pay first in order to see who are they, seriously?",1,2,,2024-03-21 05:01:26,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-21 11:12:44,,2024,3,Thursday,5
199,Devin,Filled with fake profiles and people promoting social media,1,2,5.362.0,2024-03-21 04:39:56,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-21 10:19:14,5.362.0,2024,3,Thursday,4
200,Robert Richards,Nobody is on it and they keep trying to get me to pay,1,4,5.362.0,2024-03-21 04:33:00,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-21 11:12:16,5.362.0,2024,3,Thursday,4
201,Noel Manda,A joy to use,5,0,5.362.0,2024-03-21 04:27:46,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-21 10:18:44,5.362.0,2024,3,Thursday,4
202,Federal Fedxe,Love it,5,0,5.362.0,2024-03-21 04:19:22,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-21 11:12:15,5.362.0,2024,3,Thursday,4
203,Hengplank,"Women expect men to be rizz artists for their entertainment but when they first message it is just ""hey"". Not conducive for a good dating environment. Horribly imbalanced pricing value, not enough requirement or search filtering",1,3,,2024-03-21 03:33:00,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 11:11:44,,2024,3,Thursday,3
204,Kevin Elliott,U can't even see who is interested in you without paying money...wats the point?,1,3,5.362.0,2024-03-21 03:20:16,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-21 10:02:44,5.362.0,2024,3,Thursday,3
205,mitchell mcguire,"Banned for no reason, given no explanation. Im pretty i didnt deserve it or do anything wrong. Messed up monopoly. Hinge and tinder same thing. My generations social field is messed up enough as is, the monopolization of dating is depressing. Idk how im gonna be able to even hope to meet anybody now. Too much of an autistic recluse to go bar hopping or however people used to try to find matches",1,2,5.352.0,2024-03-21 02:37:12,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-21 11:10:43,5.352.0,2024,3,Thursday,2
206,Roger,This one of the biggest scam websites online,1,1,,2024-03-21 02:18:58,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 11:10:15,,2024,3,Thursday,2
207,Marnie Verge,Looking for honesty here...hope to find it!,3,0,5.362.0,2024-03-21 01:33:36,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-21 11:10:14,5.362.0,2024,3,Thursday,1
208,Jo You Know,I just paid for a subscription & can't use it. I've Uninstalled & Then installed.,1,72,5.362.0,2024-03-21 01:18:18,"Hey Jo! Thanks for letting us know! We're reporting this to our team to fix. To help us out, please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact",2024-03-21 22:34:16,5.362.0,2024,3,Thursday,1
209,Octavian Cosma,"Extremely poor and the support is terrible. Payed money for superlikes but they didn't appear on my account, and support just closed the case without any other comments. Overall, terrible experience, with a lot of fake accounts and profiles too.",1,2,5.362.0,2024-03-21 01:11:20,Hey Octavian! This doesn't sound right. Please get in touch with our support team at bumble.com/contact so our team can take a look. Thank you. 💛,2024-03-21 22:34:15,5.362.0,2024,3,Thursday,1
210,R,Can't log in with phone number on web app because the number calling is being forwarded. what's wrong with OTP? why'd you prefer the call thing?,1,2,5.362.0,2024-03-21 00:22:26,"Thanks for letting us know! We're reporting this to our team to fix. To help us out, please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact",2024-03-21 22:32:45,5.362.0,2024,3,Thursday,0
211,Axodus,"I signed up to make an account and didn't set up my account for a while after that so they permanantly banned my phone number and refused to revert it after contacting support; ""we will no longer be able to respond regarding this matter."" they lied about the reasons as well saying it was my ""activity"" what activity? I haven't even used the app or account yet! Upward did the same thing (made the acc same time) BUT UNBANNED me when I explained my inactivity! Bumble, UNBAN my number!",1,1,5.361.0,2024-03-20 23:59:37,"Hi Axodus. Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case once more, message @BumbleSupport on Twitter or Facebook.",2024-03-21 22:54:45,5.361.0,2024,3,Wednesday,23
212,Zach Cano,"Been on here for a year now and only one match, I know I'm ugly but damn, I honestly don't think there's real people on here anymore",1,1,5.362.0,2024-03-20 23:22:42,Hey Zack! We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-21 22:43:15,5.362.0,2024,3,Wednesday,23
213,Beth S,"They do not take complaints against men seriously. They will also block a females account for no reason. I would never recommend this app to anyone actually looking for a date. It's useless. The support staff just sends auto replies for any issues. I reported the same guy multiple times that just kept making new profiles. I had my profile block ""investigated"" and it was not overturned. There's nothing inappropriate in my profile. All excuses.",1,1,5.206.0,2024-03-20 23:08:13,"Hi Beth. Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. We take all reports incredibly seriously, and we're sorry you feel this way. If you would like our team to review your case, message @BumbleSupport on social media.",2024-03-21 22:54:14,5.206.0,2024,3,Wednesday,23
214,Sirojiddin,One of the stupid app to meet people. Very limited even if you're using subscriptions.,1,2,,2024-03-20 22:50:07,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 11:02:44,,2024,3,Wednesday,22
215,alyanna aquino04,it's good apps friendly apps,5,0,5.362.0,2024-03-20 22:48:59,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-21 11:02:16,5.362.0,2024,3,Wednesday,22
216,Abhishek Ramesh Kumar,Bought premium and still difficult to find matches. Most are scammers. Bumble BFF is better for some reason even though I only use two outdated pictures of mine but there are many gays looking for casuals under the pretext of friendship.,1,1,5.362.0,2024-03-20 22:25:04,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-21 11:44:45,5.362.0,2024,3,Wednesday,22
217,Ray Handyman,"As usual, if you pay, it's better",4,0,5.362.0,2024-03-20 22:20:39,Aww. Thank you! We'll make sure to share this with our team. 🐝,2024-03-21 11:02:14,5.362.0,2024,3,Wednesday,22
218,Mario Tuwan Bonds,Many beauties of & with life to share enjoyment together.,4,0,5.361.0,2024-03-20 22:09:01,Thanks for your positive feedback. We're rooting for you! 🐝,2024-03-21 11:01:48,5.361.0,2024,3,Wednesday,22
219,Sidhant Singh,This app isn't working from 2 days kindly tell me or check why it's not working in uae DUBAI,1,1,5.362.0,2024-03-20 21:47:42,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-21 11:01:46,5.362.0,2024,3,Wednesday,21
220,oyetunde bamisebi,interesting,4,0,5.361.0,2024-03-20 21:16:37,Thanks. 💛 It's so great to know that you're enjoying our app.,2024-03-21 11:00:16,5.361.0,2024,3,Wednesday,21
221,Rickie Cohan,Pretty girls,1,0,5.362.0,2024-03-20 20:48:20,We’re so sorry to hear you haven’t had a great experience. We’d love to learn more about what you think might make your experience on Bumble better. Please send us a message at bumble.com/contact. We're all ears. 💛,2024-03-21 11:00:14,5.362.0,2024,3,Wednesday,20
222,Christopher Gump,"There were some results, but if you wanted to know who they were, you have to pay for it. You can send a like to someone, but you have to wait for them to respond within 24 hours unless you extend the timer for a sum of money. I told myself that I'm only spending money for my dates, not for an app that's not going to give me clear answers.",2,1,,2024-03-20 20:31:10,Thanks for your feedback! You can extend one match for 24 hours or get unlimited matches with Bumble Boost or Bumble Premium. Don't forget to turn on notifications in your settings so you don't miss any matches.,2024-03-21 11:01:44,,2024,3,Wednesday,20
223,O Matt,I get regular emails notifying me that I have likes but when I open the app there's nothing there?!,2,2,5.362.0,2024-03-20 20:16:32,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-21 10:59:43,5.362.0,2024,3,Wednesday,20
224,Evens Jean-Paul,"I think this app is for women since I don't see that many complaints. Most men, including myself can say this app is one of the worst. They allow women to have preferences for free, but for men.... You have to pay multiple things just to get exposure",1,22,5.362.0,2024-03-20 19:49:41,"Thank you for your feedback on this. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-21 10:59:13,5.362.0,2024,3,Wednesday,19
225,Edgar Tamayo,Maybe if it didn't take forever to respond to customer support people...,1,2,5.362.0,2024-03-20 19:47:38,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-21 11:16:44,5.362.0,2024,3,Wednesday,19
226,Ahmad Aboudaher,Good,5,0,5.362.0,2024-03-20 19:26:25,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-21 11:15:44,5.362.0,2024,3,Wednesday,19
227,dhammika dissanayake,good app,5,0,,2024-03-20 19:23:33,We appreciate your kind words. 🙌,2024-03-21 11:15:17,,2024,3,Wednesday,19
228,M K,"Low Quality Matches. I kept being ghosted by people who would match and never reply. People asked inappropriate questions about my family which were invasive, even questioning my parenting without ever having met me. The matches made assumptions and made the dating experience very unpleasant at times. I encountered a lot of judgemental and pretentious matches. It was very disheartening. I hope the company goes out of business. They do not match people well. Whatever math they use is not good.",1,2,5.357.1,2024-03-20 19:23:08,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-21 11:42:45,5.357.1,2024,3,Wednesday,19
229,Darius Probergas,Top,5,0,5.361.0,2024-03-20 18:38:36,Thanks for sharing your dating moments with us. We love that you're having fun using Bumble! 💖,2024-03-21 10:19:44,5.361.0,2024,3,Wednesday,18
230,Crowman17,$50 are you kidding me?! What kind of garbage is this?! Another scam rip-off. The hoflation is really bad here. Many female pictures are too revealing. I get a response saying you don't have to pay for matches or messaging but when I try to see my matches or message a match it says you have to pay!,2,2,5.362.0,2024-03-20 18:31:13,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help. 🫶",2024-03-21 22:32:15,5.362.0,2024,3,Wednesday,18
231,Shweta Gupta,It's constantly crashing these days!!!,1,0,5.362.0,2024-03-20 18:21:22,Uh oh! We'll need some more account information to check this out. Please message our Support Team on Facebook or Twitter (@BumbleSupport) or at bumble.com/contact so we can get you back up and buzzin'.,2024-03-21 11:15:16,5.362.0,2024,3,Wednesday,18
232,Brennan Huff,Sucks waste of time,1,2,5.361.0,2024-03-20 18:20:23,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 11:15:14,5.361.0,2024,3,Wednesday,18
233,chokwhets chokwhesa,"Waste of time, complaint is the usual fake profiles, scammers, slow app. Fake AI generated photos. Bait path to forcepay any communication or contact. If you're still on here after 2hrs trying it and still having trouble figuring it out you deserve to get scammed or waste your time.",1,2,,2024-03-20 18:04:10,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-21 11:27:44,,2024,3,Wednesday,18
234,Octavian,"Why does bumble use my spotlight automatically? What a garbage app, I will never ever subscribe again, waiting for my subscribe to end and delete the account on this joke app.. They activated my spotlight without consent, I want a refund",1,3,5.362.0,2024-03-20 17:59:25,"Hi there, Octavian! We're sorry to hear about your experience with this feature. Auto-Spotlight is a feature you can turn off in your settings. If you have questions, please message our Support Team on social media (@BumbleSupport). 💛",2024-03-21 22:30:16,5.362.0,2024,3,Wednesday,17
235,Garrett,"You either get fat women when you are skinny or the women don't make first move. The whole thing is a bad idea and a waste of time for men. Reply to your developer reply. You are recommending super swipe which is expensive, why would I pay for a small chance when so far nothing of value has happened except huge time suck?",1,1,5.362.0,2024-03-20 17:53:30,"We get how frustrating it can be when you have a new match you're excited about, but no move is made. We know people can get busy or even nervous initiating the conversation at first. Here’s a tip: try adding a conversation prompt to your bio to help start the conversation or if someone's profile particularly stands out to you, SuperSwipe them!",2024-03-21 11:29:14,5.362.0,2024,3,Wednesday,17
236,Cristina Roth,"Just downloaded, filled out my profile, and started swiping. I started to get matches, but the pictures are blurred, and every time I click on them to see more, I keep getting a paywall. It's completely unusable. Going to uninstall.",1,1,5.362.0,2024-03-20 17:43:21,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-21 11:28:45,5.362.0,2024,3,Wednesday,17
237,Sanchit Jagga,time waste,1,0,5.361.0,2024-03-20 17:35:07,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 09:42:13,5.361.0,2024,3,Wednesday,17
238,Dnaneshhwar Naeek,Bad app.takes payment but no purchases are given,1,0,5.361.0,2024-03-20 17:00:38,"Thanks for letting us know! We're reporting this to our team to fix. To help us out, please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact",2024-03-21 11:03:14,5.361.0,2024,3,Wednesday,17
239,James Ellis,pretty cool app,5,0,5.361.0,2024-03-20 16:59:12,We appreciate your kind words. 🙌,2024-03-21 09:42:15,5.361.0,2024,3,Wednesday,16
240,Lee Elding,Hi the app was great but I have been banned permanently but I didn't do anything wrong they said that they carnt get me back on the app and if I do a new profile they will delete that two so I don't know what to do I liked the app a lot it was brilliant I carnt even delete my profile on there so what happens to my account profile pictures password and email address on there thanks Lee,4,1,,2024-03-20 16:49:54,"Hey Lee. Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like more information regarding your data, please get in touch with our Support team at bumble.com/contact. 🐝",2024-03-21 22:35:45,,2024,3,Wednesday,16
241,ELAINE ATKINSON,DAMN INVASIVE,1,0,,2024-03-20 16:41:57,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 11:19:16,,2024,3,Wednesday,16
242,Mauricio Nahuel,"how nice, another one of those apps where you have to wait, guess and pray it isn't another degenerate man dressed and pretending to be a woman",1,1,5.362.0,2024-03-20 16:03:46,"Hey Mauricio! If you are ever uncertain about a profile you're welcome to report them within the Bumble app and our team will be happy to review it immediately. If you have any questions or concerns Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look. 🫶",2024-03-21 22:38:15,5.362.0,2024,3,Wednesday,16
243,K Silwal,not matching,1,0,5.361.0,2024-03-20 16:02:18,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-21 09:43:14,5.361.0,2024,3,Wednesday,16
244,David Kuegler,A complete rip off I'm not paying to scammers on here again,1,1,,2024-03-20 15:40:44,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-21 11:19:14,,2024,3,Wednesday,15
245,Edward Amador,This site is the female version of Tinder. If you don't believe me try it for yourself. You will have greater success if you pay for a plan but the swamp dries up fast. If you go with the weekly pay plan to try it out but be prepared for that rate to double if you choose to buy a second week...Bumble you got me!...lol. I won't recommend your site to anyone. Much love to you Bumble 🩵! On the other hand if you are looking for a person of quality and substance this site ain't it.,1,1,,2024-03-20 15:11:38,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-21 22:38:16,,2024,3,Wednesday,15
246,W H,"As a guy, it's a slap in the face when you get premium, get absolutely NO MATCHES the entire time you have it. The NEXT DAY after premium is over, I all of a sudden, people liked my profile, and I have to pay to see them. You guys really play with people's hearts for money and it's really sad. There are great people out here who don't deserve that type of disrespect. An at the end of the day, I know yall don't give a damn......damn bruh smh My Response to the developer - ""lol""",2,1,5.362.0,2024-03-20 15:05:22,"We're sorry to hear about this. It sounds like you had Advanced Filters on, which could be why there are more people showing up now that your Premium subscription's ended. We suggest widening your filters/preferences; it should help you find more people. If you have questions, please message our Support Team on social media (@BumbleSupport). 💛",2024-03-21 22:27:15,5.362.0,2024,3,Wednesday,15
247,Rohit Kumar,I never get a girlfriend using this app since 2 years even I purchased premium then also 😭😭 why bumble you keep fake IDs there is so much fake I'd our hopes dies !,1,2,,2024-03-20 14:50:21,"Hi Rohit! Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-21 22:25:45,,2024,3,Wednesday,14
248,Karena Rafai,There are more fake verified profiles than actual people to meet. Connections are sparse and free likes are limited.,2,1,5.362.0,2024-03-20 14:44:07,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-20 15:19:45,5.362.0,2024,3,Wednesday,14
249,Ayyanar,Lol don't install this app if you feel no one likes you. Because that's what happen here also. I wanted to see if someone like me or not. And no one liked me. I purchased a 1 week subscription and that's a waste of money. And no one is near your location. Most of them are other state people. So far no one right swiped my profile 😂,1,1,5.362.0,2024-03-20 14:33:23,"Hey Ayyanar! Your Beeline will show all members who've swiped right on your profile (even if they no longer fit your distance preferences). But, the members closest to you'll appear at the top of your Beeline, so you see them first. If you have questions, please message our Support Team on Twitter or Facebook (@BumbleSupport). 💛",2024-03-21 22:24:45,5.362.0,2024,3,Wednesday,14
250,Ankit Chaudhary,App showing text in bio in white font. Nobody can't read white text on yellow background. Also can't find settings to change font color,1,1,5.362.0,2024-03-20 14:32:34,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-20 15:22:13,5.362.0,2024,3,Wednesday,14
251,Apurva Anand,Useless app.,1,1,5.362.0,2024-03-20 14:12:05,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 15:21:43,5.362.0,2024,3,Wednesday,14
252,Ameya Tapkire,0 op ko zC e2t,4,0,,2024-03-20 14:07:32,"Hi Ameya. Thanks for the review! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-21 22:36:45,,2024,3,Wednesday,14
253,0sprey R,Why is it so difficult to cancel a 1day premium subscription???,1,0,5.362.0,2024-03-20 14:00:16,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-20 15:22:15,5.362.0,2024,3,Wednesday,14
254,Claytorus maximus,No matches or anyone to match with or you get ignored,1,1,5.362.0,2024-03-20 13:35:03,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-20 15:22:17,5.362.0,2024,3,Wednesday,13
255,Victor Joe,Why is this App restricting me from going into the platform and showing me to read term and conditions for the pass one two weeks now? Each time I go into the app it will automatically take me to terms and conditions for no reason..I want to ask.. can't users be free member or does it has limit for free membership? This behaviour is suck.,1,1,5.359.1,2024-03-20 13:19:53,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:49:12,5.359.1,2024,3,Wednesday,13
256,Setyaji Laksono,"I meet many people that I've known before in this app, so nostalgic",5,0,5.362.0,2024-03-20 13:06:41,Thanks. 💛 It's so great to know that you're enjoying our app.,2024-03-20 13:48:42,5.362.0,2024,3,Wednesday,13
257,Chairman LMAO,"Terrible app, nothing works, pictures don't show up and there are no matches loading.",1,1,5.362.0,2024-03-20 12:55:30,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:42:14,5.362.0,2024,3,Wednesday,12
258,Sujal Kapatel,"When I joined with this app I also buy a premium of 1 week it's been 3 days no single female liked I don't why this app literally makes me more in Depression although my profile is 85% completed not getting any likes and matches even PAYING TO THIS APP ""DEVELOPER MOVTIVE JUST WANT MONEY FROM US """,2,1,5.362.0,2024-03-20 12:32:45,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-20 13:42:12,5.362.0,2024,3,Wednesday,12
259,Kevin Moore,Another dating app designed to prey on your insecurities and take as much of your money as possible. All of these dating apps are basically the same.,2,1,5.362.0,2024-03-20 12:26:20,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-20 13:41:16,5.362.0,2024,3,Wednesday,12
260,pinky ngcobo,I don't have money sorry l can't send messages,1,1,,2024-03-20 12:17:49,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-20 13:41:15,,2024,3,Wednesday,12
261,Brandon Musgrove,"I thought the app was terrible when I tried it, now I just want to stop seeing your ads.",1,1,,2024-03-20 12:11:34,"We appreciate your feedback about ads on Bumble. We use ads so our members can chat with their matches for free. If you upgrade to a Premium subscription, you won't see any ads. If you need any help, please contact us on social media @bumblesupport.",2024-03-20 13:41:13,,2024,3,Wednesday,12
262,The Enigma,"Lot's of pay wall's, can't talk to anyone unless you pay",1,1,5.361.0,2024-03-20 12:01:50,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-20 13:19:13,5.361.0,2024,3,Wednesday,12
